date,product_id,product_slug,chip,name,manufacturer,country,price_type,price_type_description,price
2024-12-31,17062100,n-v100-sxm-16g,GV100,Tesla V100 SXM2 16 GB,NVIDIA,US,0,Rental On-Demand,0.245
2024-12-31,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,FI,0,Rental On-Demand,0.390
2024-12-31,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,IN,0,Rental On-Demand,0.550
2024-12-31,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,EU,0,Rental On-Demand,2.700
2024-12-31,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,US,0,Rental On-Demand,3.584
2024-12-31,18032700,n-v100-fhhl-16g,"
GV100",Tesla V100 FHHL,NVIDIA,US,0,Rental On-Demand,0.190
2024-12-31,18032701,n-v100-pcie-32g,GV100,Tesla V100 PCIe 32 GB,NVIDIA,EU,0,Rental On-Demand,2.340
2024-12-31,18032701,n-v100-pcie-32g,GV100,Tesla V100 PCIe 32 GB,NVIDIA,US,0,Rental On-Demand,4.585
2024-12-31,18032702,n-v100-sxm-32g,GV100,Tesla V100 SXM2 32 GB,NVIDIA,US,0,Rental On-Demand,0.450
2024-12-31,18071300,n-t4,TU104,T4,NVIDIA,EU,0,Rental On-Demand,0.979
2024-12-31,18071300,n-t4,TU104,T4,NVIDIA,DE,0,Rental On-Demand,0.980
2024-12-31,18071300,n-t4,TU104,T4,NVIDIA,US,0,Rental On-Demand,1.271
2024-12-31,18081300,n-q-rtx-5000,TU104,Quadro RTX 5000,NVIDIA,US,0,Rental On-Demand,0.215
2024-12-31,18081301,n-q-rtx-6000,TU102,Quadro RTX 6000,NVIDIA,US,0,Rental On-Demand,0.500
2024-12-31,18081301,n-q-rtx-6000,TU102,Quadro RTX 6000,NVIDIA,IN,0,Rental On-Demand,0.500
2024-12-31,18111300,n-q-rtx-4000,TU104,Quadro RTX 4000,NVIDIA,US,0,Rental On-Demand,0.170
2024-12-31,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,CA,0,Rental On-Demand,1.250
2024-12-31,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,FI,0,Rental On-Demand,1.290
2024-12-31,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,US,0,Rental On-Demand,1.290
2024-12-31,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,CA,0,Rental On-Demand,1.250
2024-12-31,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,IN,0,Rental On-Demand,1.290
2024-12-31,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,US,0,Rental On-Demand,2.767
2024-12-31,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,EU,0,Rental On-Demand,3.135
2024-12-31,20090100,n-gf-rtx-3070,GA104,GeForce RTX 3070,NVIDIA,US,0,Rental On-Demand,0.118
2024-12-31,20090101,n-gf-rtx-3080,GA102,GeForce RTX 3080,NVIDIA,US,0,Rental On-Demand,0.142
2024-12-31,20090102,n-gf-rtx-3090,GA102,GeForce RTX 3090,NVIDIA,US,0,Rental On-Demand,0.238
2024-12-31,20100500,n-a40,GA102,A40,NVIDIA,SE,0,Rental On-Demand,0.525
2024-12-31,20100500,n-a40,GA102,A40,NVIDIA,EU,0,Rental On-Demand,0.680
2024-12-31,20100500,n-a40,GA102,A40,NVIDIA,US,0,Rental On-Demand,0.917
2024-12-31,20100500,n-a40,GA102,A40,NVIDIA,JP,0,Rental On-Demand,1.860
2024-12-31,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,CA,0,Rental On-Demand,0.550
2024-12-31,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,SE,0,Rental On-Demand,0.585
2024-12-31,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,NO,0,Rental On-Demand,0.586
2024-12-31,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,EU,0,Rental On-Demand,0.680
2024-12-31,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,US,0,Rental On-Demand,0.721
2024-12-31,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,IN,0,Rental On-Demand,0.800
2024-12-31,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,FI,0,Rental On-Demand,1.010
2024-12-31,20111600,n-a100-sxm-80g,GA100,A100 SXM4 80 GB,NVIDIA,US,0,Rental On-Demand,1.602
2024-12-31,20111600,n-a100-sxm-80g,GA100,A100 SXM4 80 GB,NVIDIA,FI,0,Rental On-Demand,1.650
2024-12-31,20111600,n-a100-sxm-80g,GA100,A100 SXM4 80 GB,NVIDIA,EU,0,Rental On-Demand,3.240
2024-12-31,20120100,n-gf-rtx-3060-ti,GA104,GeForce RTX 3060 Ti,NVIDIA,US,0,Rental On-Demand,0.090
2024-12-31,21011200,n-gf-rtx-3060,GA104,GeForce RTX 3060,NVIDIA,US,0,Rental On-Demand,0.080
2024-12-31,21041200,n-rtx-a4000,GA104,RTX A4000,NVIDIA,NO,0,Rental On-Demand,0.172
2024-12-31,21041200,n-rtx-a4000,GA104,RTX A4000,NVIDIA,US,0,Rental On-Demand,0.217
2024-12-31,21041200,n-rtx-a4000,GA104,RTX A4000,NVIDIA,SE,0,Rental On-Demand,0.466
2024-12-31,21041200,n-rtx-a4000,GA104,RTX A4000,NVIDIA,EU,0,Rental On-Demand,0.800
2024-12-31,21041201,n-rtx-a5000,GA102,RTX A5000,NVIDIA,NO,0,Rental On-Demand,0.373
2024-12-31,21041201,n-rtx-a5000,GA102,RTX A5000,NVIDIA,CA,0,Rental On-Demand,0.505
2024-12-31,21041201,n-rtx-a5000,GA102,RTX A5000,NVIDIA,US,0,Rental On-Demand,0.647
2024-12-31,21041202,n-a10,GA102,A10,NVIDIA,IN,0,Rental On-Demand,0.750
2024-12-31,21041202,n-a10,GA102,A10,NVIDIA,US,0,Rental On-Demand,1.459
2024-12-31,21041203,n-a16,GA107,A16 PCIe,NVIDIA,US,0,Rental On-Demand,0.510
2024-12-31,21041203,n-a16,GA107,A16 PCIe,NVIDIA,IN,0,Rental On-Demand,0.511
2024-12-31,21041203,n-a16,GA107,A16 PCIe,NVIDIA,SG,0,Rental On-Demand,0.513
2024-12-31,21041203,n-a16,GA107,A16 PCIe,NVIDIA,GB,0,Rental On-Demand,0.574
2024-12-31,21041204,n-a30,GA100,A30 PCIe,NVIDIA,US,0,Rental On-Demand,0.308
2024-12-31,21053100,n-gf-rtx-3070-ti,GA104,GeForce RTX 3070 Ti,NVIDIA,US,0,Rental On-Demand,0.110
2024-12-31,21053101,n-gf-rtx-3080-ti,GA102,GeForce RTX 3080 Ti,NVIDIA,US,0,Rental On-Demand,0.215
2024-12-31,21062800,n-a100x,GA100,A100X,NVIDIA,US,0,Rental On-Demand,1.081
2024-12-31,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,CA,0,Rental On-Demand,1.424
2024-12-31,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,NO,0,Rental On-Demand,1.533
2024-12-31,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,DE,0,Rental On-Demand,1.667
2024-12-31,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,GB,0,Rental On-Demand,2.600
2024-12-31,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,US,0,Rental On-Demand,3.189
2024-12-31,21081000,n-rtx-a2000,GA106,RTX A2000,NVIDIA,US,0,Rental On-Demand,0.120
2024-12-31,21111300,n-rtx-a4500,GA102,RTX A4500,NVIDIA,US,0,Rental On-Demand,0.190
2024-12-31,22012700,n-gf-rtx-3090-ti,GA102,GeForce RTX 3090 Ti,NVIDIA,US,0,Rental On-Demand,0.375
2024-12-31,22092000,n-gf-rtx-4080,AD103,GeForce RTX 4080,NVIDIA,US,0,Rental On-Demand,0.285
2024-12-31,22092001,n-gf-rtx-4090,AD102,GeForce RTX 4090,NVIDIA,US,0,Rental On-Demand,0.383
2024-12-31,22101300,n-l40s,AD102,L40S,NVIDIA,DE,0,Rental On-Demand,1.311
2024-12-31,22101300,n-l40s,AD102,L40S,NVIDIA,FI,0,Rental On-Demand,1.360
2024-12-31,22101300,n-l40s,AD102,L40S,NVIDIA,NO,0,Rental On-Demand,1.750
2024-12-31,22101300,n-l40s,AD102,L40S,NVIDIA,US,0,Rental On-Demand,3.216
2024-12-31,22101301,n-l40,AD102,L40,NVIDIA,CA,0,Rental On-Demand,1.050
2024-12-31,22101301,n-l40,AD102,L40,NVIDIA,US,0,Rental On-Demand,2.383
2024-12-31,22120300,n-rtx-6000-ada,AD102,RTX 6000 Ada Generation,NVIDIA,US,0,Rental On-Demand,0.908
2024-12-31,22120300,n-rtx-6000-ada,AD102,RTX 6000 Ada Generation,NVIDIA,NO,0,Rental On-Demand,1.100
2024-12-31,22120300,n-rtx-6000-ada,AD102,RTX 6000 Ada Generation,NVIDIA,FI,0,Rental On-Demand,1.190
2024-12-31,23010300,n-gf-rtx-4070-ti,AD104,GeForce RTX 4070 Ti,NVIDIA,US,0,Rental On-Demand,0.179
2024-12-31,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,CA,0,Rental On-Demand,1.941
2024-12-31,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,IN,0,Rental On-Demand,2.490
2024-12-31,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,FI,0,Rental On-Demand,2.990
2024-12-31,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,US,0,Rental On-Demand,2.998
2024-12-31,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,NO,0,Rental On-Demand,4.140
2024-12-31,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,FI,0,Rental On-Demand,2.650
2024-12-31,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,IC,0,Rental On-Demand,2.650
2024-12-31,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,IN,0,Rental On-Demand,2.990
2024-12-31,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,EU,0,Rental On-Demand,3.030
2024-12-31,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,CA,0,Rental On-Demand,3.127
2024-12-31,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,NO,0,Rental On-Demand,3.178
2024-12-31,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,US,0,Rental On-Demand,5.858
2024-12-31,23032102,n-l4,AD104,L4,NVIDIA,US,0,Rental On-Demand,1.745
2024-12-31,23032103,n-h100-pcie-94g,GH100,H100 PCIe 94 GB,NVIDIA,US,0,Rental On-Demand,2.676
2024-12-31,23041200,n-gf-rtx-4070,AD104,GeForce RTX 4070,NVIDIA,US,0,Rental On-Demand,0.132
2024-12-31,23051801,n-gf-rtx-4060,AD107,GeForce RTX 4060,NVIDIA,US,0,Rental On-Demand,0.100
2024-12-31,23051802,n-gf-rtx-4060-ti,AD106,GeForce RTX 4060 Ti 8 GB,NVIDIA,US,0,Rental On-Demand,0.112
2024-12-31,23080900,n-rtx-4000-ada,AD104,RTX 4000 Ada Generation,NVIDIA,US,0,Rental On-Demand,0.200
2024-12-31,23122800,n-gf-rtx-4090-d,AD102,GeForce RTX 4090 D,NVIDIA,US,0,Rental On-Demand,0.360
2024-12-31,24010802,n-gf-rtx-4080-s,AD103,GeForce RTX 4080 SUPER,NVIDIA,US,0,Rental On-Demand,0.280
2024-12-31,24112801,n-h200-sxm-141g,	GH100,H200 SXM,NVIDIA,EU,0,Rental On-Demand,3.603
2024-12-31,24112801,n-h200-sxm-141g,	GH100,H200 SXM,NVIDIA,FI,0,Rental On-Demand,3.660
2024-12-31,24112801,n-h200-sxm-141g,	GH100,H200 SXM,NVIDIA,IC,0,Rental On-Demand,3.660
2024-12-31,24112801,n-h200-sxm-141g,	GH100,H200 SXM,NVIDIA,US,0,Rental On-Demand,12.099
2024-12-30,17062100,n-v100-sxm-16g,GV100,Tesla V100 SXM2 16 GB,NVIDIA,US,0,Rental On-Demand,0.245
2024-12-30,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,FI,0,Rental On-Demand,0.390
2024-12-30,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,IN,0,Rental On-Demand,0.550
2024-12-30,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,EU,0,Rental On-Demand,2.700
2024-12-30,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,US,0,Rental On-Demand,3.584
2024-12-30,18032700,n-v100-fhhl-16g,"
GV100",Tesla V100 FHHL,NVIDIA,US,0,Rental On-Demand,0.190
2024-12-30,18032701,n-v100-pcie-32g,GV100,Tesla V100 PCIe 32 GB,NVIDIA,EU,0,Rental On-Demand,2.340
2024-12-30,18032701,n-v100-pcie-32g,GV100,Tesla V100 PCIe 32 GB,NVIDIA,US,0,Rental On-Demand,4.585
2024-12-30,18032702,n-v100-sxm-32g,GV100,Tesla V100 SXM2 32 GB,NVIDIA,US,0,Rental On-Demand,0.450
2024-12-30,18071300,n-t4,TU104,T4,NVIDIA,DE,0,Rental On-Demand,0.980
2024-12-30,18071300,n-t4,TU104,T4,NVIDIA,US,0,Rental On-Demand,1.288
2024-12-30,18081300,n-q-rtx-5000,TU104,Quadro RTX 5000,NVIDIA,US,0,Rental On-Demand,0.215
2024-12-30,18081301,n-q-rtx-6000,TU102,Quadro RTX 6000,NVIDIA,US,0,Rental On-Demand,0.500
2024-12-30,18081301,n-q-rtx-6000,TU102,Quadro RTX 6000,NVIDIA,IN,0,Rental On-Demand,0.500
2024-12-30,18111300,n-q-rtx-4000,TU104,Quadro RTX 4000,NVIDIA,US,0,Rental On-Demand,0.170
2024-12-30,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,CA,0,Rental On-Demand,1.250
2024-12-30,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,FI,0,Rental On-Demand,1.290
2024-12-30,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,US,0,Rental On-Demand,1.290
2024-12-30,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,CA,0,Rental On-Demand,1.250
2024-12-30,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,IN,0,Rental On-Demand,1.290
2024-12-30,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,US,0,Rental On-Demand,2.767
2024-12-30,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,EU,0,Rental On-Demand,3.135
2024-12-30,20090100,n-gf-rtx-3070,GA104,GeForce RTX 3070,NVIDIA,US,0,Rental On-Demand,0.118
2024-12-30,20090101,n-gf-rtx-3080,GA102,GeForce RTX 3080,NVIDIA,US,0,Rental On-Demand,0.142
2024-12-30,20090102,n-gf-rtx-3090,GA102,GeForce RTX 3090,NVIDIA,US,0,Rental On-Demand,0.278
2024-12-30,20100500,n-a40,GA102,A40,NVIDIA,SE,0,Rental On-Demand,0.525
2024-12-30,20100500,n-a40,GA102,A40,NVIDIA,EU,0,Rental On-Demand,0.680
2024-12-30,20100500,n-a40,GA102,A40,NVIDIA,US,0,Rental On-Demand,0.915
2024-12-30,20100500,n-a40,GA102,A40,NVIDIA,JP,0,Rental On-Demand,1.860
2024-12-30,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,CA,0,Rental On-Demand,0.550
2024-12-30,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,SE,0,Rental On-Demand,0.585
2024-12-30,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,NO,0,Rental On-Demand,0.586
2024-12-30,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,EU,0,Rental On-Demand,0.680
2024-12-30,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,US,0,Rental On-Demand,0.721
2024-12-30,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,IN,0,Rental On-Demand,0.800
2024-12-30,20100501,n-rtx-a6000,GA102,RTX A6000,NVIDIA,FI,0,Rental On-Demand,1.010
2024-12-30,20111600,n-a100-sxm-80g,GA100,A100 SXM4 80 GB,NVIDIA,US,0,Rental On-Demand,1.582
2024-12-30,20111600,n-a100-sxm-80g,GA100,A100 SXM4 80 GB,NVIDIA,FI,0,Rental On-Demand,1.650
2024-12-30,20111600,n-a100-sxm-80g,GA100,A100 SXM4 80 GB,NVIDIA,EU,0,Rental On-Demand,3.240
2024-12-30,20120100,n-gf-rtx-3060-ti,GA104,GeForce RTX 3060 Ti,NVIDIA,US,0,Rental On-Demand,0.090
2024-12-30,21011200,n-gf-rtx-3060,GA104,GeForce RTX 3060,NVIDIA,US,0,Rental On-Demand,0.080
2024-12-30,21041200,n-rtx-a4000,GA104,RTX A4000,NVIDIA,NO,0,Rental On-Demand,0.172
2024-12-30,21041200,n-rtx-a4000,GA104,RTX A4000,NVIDIA,US,0,Rental On-Demand,0.217
2024-12-30,21041200,n-rtx-a4000,GA104,RTX A4000,NVIDIA,SE,0,Rental On-Demand,0.466
2024-12-30,21041200,n-rtx-a4000,GA104,RTX A4000,NVIDIA,EU,0,Rental On-Demand,0.800
2024-12-30,21041201,n-rtx-a5000,GA102,RTX A5000,NVIDIA,NO,0,Rental On-Demand,0.373
2024-12-30,21041201,n-rtx-a5000,GA102,RTX A5000,NVIDIA,CA,0,Rental On-Demand,0.505
2024-12-30,21041201,n-rtx-a5000,GA102,RTX A5000,NVIDIA,US,0,Rental On-Demand,0.689
2024-12-30,21041202,n-a10,GA102,A10,NVIDIA,IN,0,Rental On-Demand,0.750
2024-12-30,21041202,n-a10,GA102,A10,NVIDIA,US,0,Rental On-Demand,1.459
2024-12-30,21041203,n-a16,GA107,A16 PCIe,NVIDIA,US,0,Rental On-Demand,0.510
2024-12-30,21041203,n-a16,GA107,A16 PCIe,NVIDIA,IN,0,Rental On-Demand,0.511
2024-12-30,21041203,n-a16,GA107,A16 PCIe,NVIDIA,SG,0,Rental On-Demand,0.513
2024-12-30,21041203,n-a16,GA107,A16 PCIe,NVIDIA,GB,0,Rental On-Demand,0.574
2024-12-30,21041204,n-a30,GA100,A30 PCIe,NVIDIA,US,0,Rental On-Demand,0.308
2024-12-30,21053100,n-gf-rtx-3070-ti,GA104,GeForce RTX 3070 Ti,NVIDIA,US,0,Rental On-Demand,0.110
2024-12-30,21053101,n-gf-rtx-3080-ti,GA102,GeForce RTX 3080 Ti,NVIDIA,US,0,Rental On-Demand,0.215
2024-12-30,21062800,n-a100x,GA100,A100X,NVIDIA,US,0,Rental On-Demand,1.081
2024-12-30,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,CA,0,Rental On-Demand,1.424
2024-12-30,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,NO,0,Rental On-Demand,1.533
2024-12-30,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,DE,0,Rental On-Demand,1.667
2024-12-30,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,GB,0,Rental On-Demand,2.600
2024-12-30,21062801,n-a100-pcie-80g,GA100,A100 PCIe 80 GB,NVIDIA,US,0,Rental On-Demand,3.188
2024-12-30,21081000,n-rtx-a2000,GA106,RTX A2000,NVIDIA,US,0,Rental On-Demand,0.120
2024-12-30,21111300,n-rtx-a4500,GA102,RTX A4500,NVIDIA,US,0,Rental On-Demand,0.190
2024-12-30,22012700,n-gf-rtx-3090-ti,GA102,GeForce RTX 3090 Ti,NVIDIA,US,0,Rental On-Demand,0.375
2024-12-30,22092000,n-gf-rtx-4080,AD103,GeForce RTX 4080,NVIDIA,US,0,Rental On-Demand,0.285
2024-12-30,22092001,n-gf-rtx-4090,AD102,GeForce RTX 4090,NVIDIA,US,0,Rental On-Demand,0.393
2024-12-30,22101300,n-l40s,AD102,L40S,NVIDIA,DE,0,Rental On-Demand,1.311
2024-12-30,22101300,n-l40s,AD102,L40S,NVIDIA,FI,0,Rental On-Demand,1.360
2024-12-30,22101300,n-l40s,AD102,L40S,NVIDIA,NO,0,Rental On-Demand,1.750
2024-12-30,22101300,n-l40s,AD102,L40S,NVIDIA,US,0,Rental On-Demand,3.217
2024-12-30,22101301,n-l40,AD102,L40,NVIDIA,CA,0,Rental On-Demand,1.050
2024-12-30,22101301,n-l40,AD102,L40,NVIDIA,US,0,Rental On-Demand,2.383
2024-12-30,22120300,n-rtx-6000-ada,AD102,RTX 6000 Ada Generation,NVIDIA,US,0,Rental On-Demand,0.908
2024-12-30,22120300,n-rtx-6000-ada,AD102,RTX 6000 Ada Generation,NVIDIA,NO,0,Rental On-Demand,1.100
2024-12-30,22120300,n-rtx-6000-ada,AD102,RTX 6000 Ada Generation,NVIDIA,FI,0,Rental On-Demand,1.190
2024-12-30,23010300,n-gf-rtx-4070-ti,AD104,GeForce RTX 4070 Ti,NVIDIA,US,0,Rental On-Demand,0.179
2024-12-30,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,CA,0,Rental On-Demand,1.941
2024-12-30,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,IN,0,Rental On-Demand,2.490
2024-12-30,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,FI,0,Rental On-Demand,2.990
2024-12-30,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,US,0,Rental On-Demand,2.998
2024-12-30,23032100,n-h100-pcie-80g,GH100,H100 PCIe 80 GB,NVIDIA,NO,0,Rental On-Demand,4.140
2024-12-30,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,IC,0,Rental On-Demand,2.650
2024-12-30,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,FI,0,Rental On-Demand,2.650
2024-12-30,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,IN,0,Rental On-Demand,2.990
2024-12-30,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,EU,0,Rental On-Demand,3.030
2024-12-30,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,CA,0,Rental On-Demand,3.127
2024-12-30,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,NO,0,Rental On-Demand,3.178
2024-12-30,23032101,n-h100-sxm-80g,GH100,H100 SXM5 80 GB,NVIDIA,US,0,Rental On-Demand,5.858
2024-12-30,23032102,n-l4,AD104,L4,NVIDIA,US,0,Rental On-Demand,1.745
2024-12-30,23032103,n-h100-pcie-94g,GH100,H100 PCIe 94 GB,NVIDIA,US,0,Rental On-Demand,2.666
2024-12-30,23041200,n-gf-rtx-4070,AD104,GeForce RTX 4070,NVIDIA,US,0,Rental On-Demand,0.132
2024-12-30,23051801,n-gf-rtx-4060,AD107,GeForce RTX 4060,NVIDIA,US,0,Rental On-Demand,0.100
2024-12-30,23051802,n-gf-rtx-4060-ti,AD106,GeForce RTX 4060 Ti 8 GB,NVIDIA,US,0,Rental On-Demand,0.112
2024-12-30,23080900,n-rtx-4000-ada,AD104,RTX 4000 Ada Generation,NVIDIA,US,0,Rental On-Demand,0.200
2024-12-30,23122800,n-gf-rtx-4090-d,AD102,GeForce RTX 4090 D,NVIDIA,US,0,Rental On-Demand,0.360
2024-12-30,24010802,n-gf-rtx-4080-s,AD103,GeForce RTX 4080 SUPER,NVIDIA,US,0,Rental On-Demand,0.280
2024-12-30,24112801,n-h200-sxm-141g,	GH100,H200 SXM,NVIDIA,EU,0,Rental On-Demand,3.603
2024-12-30,24112801,n-h200-sxm-141g,	GH100,H200 SXM,NVIDIA,FI,0,Rental On-Demand,3.660
2024-12-30,24112801,n-h200-sxm-141g,	GH100,H200 SXM,NVIDIA,IC,0,Rental On-Demand,3.660
2024-12-30,24112801,n-h200-sxm-141g,	GH100,H200 SXM,NVIDIA,US,0,Rental On-Demand,10.944
2024-12-29,17062100,n-v100-sxm-16g,GV100,Tesla V100 SXM2 16 GB,NVIDIA,US,0,Rental On-Demand,0.245
2024-12-29,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,FI,0,Rental On-Demand,0.390
2024-12-29,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,IN,0,Rental On-Demand,0.550
2024-12-29,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,EU,0,Rental On-Demand,2.700
2024-12-29,17062101,n-v100-pcie-16g,GV100,Tesla V100 PCIe 16 GB,NVIDIA,US,0,Rental On-Demand,3.584
2024-12-29,18032700,n-v100-fhhl-16g,"
GV100",Tesla V100 FHHL,NVIDIA,US,0,Rental On-Demand,0.190
2024-12-29,18032701,n-v100-pcie-32g,GV100,Tesla V100 PCIe 32 GB,NVIDIA,EU,0,Rental On-Demand,2.340
2024-12-29,18032701,n-v100-pcie-32g,GV100,Tesla V100 PCIe 32 GB,NVIDIA,US,0,Rental On-Demand,4.585
2024-12-29,18032702,n-v100-sxm-32g,GV100,Tesla V100 SXM2 32 GB,NVIDIA,US,0,Rental On-Demand,0.450
2024-12-29,18071300,n-t4,TU104,T4,NVIDIA,DE,0,Rental On-Demand,0.980
2024-12-29,18071300,n-t4,TU104,T4,NVIDIA,US,0,Rental On-Demand,1.301
2024-12-29,18081300,n-q-rtx-5000,TU104,Quadro RTX 5000,NVIDIA,US,0,Rental On-Demand,0.215
2024-12-29,18081301,n-q-rtx-6000,TU102,Quadro RTX 6000,NVIDIA,US,0,Rental On-Demand,0.500
2024-12-29,18081301,n-q-rtx-6000,TU102,Quadro RTX 6000,NVIDIA,IN,0,Rental On-Demand,0.500
2024-12-29,18111300,n-q-rtx-4000,TU104,Quadro RTX 4000,NVIDIA,US,0,Rental On-Demand,0.170
2024-12-29,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,CA,0,Rental On-Demand,1.250
2024-12-29,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,US,0,Rental On-Demand,1.290
2024-12-29,20051400,n-a100-sxm-40g,GA100,A100 SXM4 40 GB,NVIDIA,FI,0,Rental On-Demand,1.290
2024-12-29,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,CA,0,Rental On-Demand,1.250
2024-12-29,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,IN,0,Rental On-Demand,1.290
2024-12-29,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,US,0,Rental On-Demand,2.767
2024-12-29,20062200,n-a100-pcie-40g,GA100,A100 PCIe 40 GB,NVIDIA,EU,0,Rental On-Demand,3.135
2024-12-29,20090100,n-gf-rtx-3070,GA104,GeForce RTX 3070,NVIDIA,US,0,Rental On-Demand,0.119
2024-12-29,20090101,n-gf-rtx-3080,GA102,GeForce RTX 3080,NVIDIA,US,0,Rental On-Demand,0.142
